# started on Thu Sep 26 15:19:40 2019

     0.100175885,160408558,,inst_retired.any,13323675,13.34,1.9,CPI
     0.100175885,307039909,,cycles,13323675,13.34,,
     0.100175885,307129619,,cpu_clk_unhalted.thread,17320318,17.34,307129619.0,CLKS
     0.100175885,159105575,,inst_retired.any,25318888,25.34,159105575.0,Instructions
     0.100175885,269498029,,cpu_clk_unhalted.ref_tsc,31922611,31.95,1.0,CPU_Utilization
     0.100175885,270567978,,msr/tsc/,31922611,31.95,,
     0.100175885,0,,fp_arith_inst_retired.scalar_single,31929093,31.95,0.0,GFLOPs
     0.100175885,0,,fp_arith_inst_retired.scalar_double,35935193,35.96,,
     0.100175885,0,,fp_arith_inst_retired.128b_packed_double,34609265,34.63,,
     0.100175885,0,,fp_arith_inst_retired.128b_packed_single,38610357,38.64,,
     0.100175885,0,,fp_arith_inst_retired.256b_packed_double,15998559,16.01,,
     0.100175885,0,,fp_arith_inst_retired.256b_packed_single,15994067,16.00,,
     0.100175885,2391505,,cpu_clk_thread_unhalted.one_thread_active,11999828,12.01,,SMT_2T_Utilization
     0.100175885,2391569,,cpu_clk_thread_unhalted.ref_xclk_any,11999828,12.01,,
     0.100175885,48560692,,cpu_clk_unhalted.ref_tsc:u,15999761,16.01,0.2,Kernel_Utilization
     0.100175885,270180784,,cpu_clk_unhalted.ref_tsc,4001293,4.00,,
     0.100175885,316867763,,uops_issued.any,7999531,8.00,0.3,IFetch_Line_Utilization
     0.100175885,271406296,,uops_retired.retire_slots,7999531,8.00,,
     0.100175885,159447933,,inst_retired.any,7999531,8.00,,
     0.100175885,44984190,,icache_64b.iftag_hit,7999531,8.00,,
     0.100175885,66623,,icache_64b.iftag_miss,7999531,8.00,,
     0.100175885,74503034,,idq.dsb_uops,4000504,4.00,0.2,DSB_Coverage
     0.100175885,0,,lsd.uops,4000504,4.00,,
     0.100175885,127076145,,idq.mite_uops,4000504,4.00,,
     0.100175885,164155529,,idq.ms_uops,4000504,4.00,,
     0.100175885,14710740,,l1d_pend_miss.pending,3999821,4.00,2.2,MLP
     0.100175885,13576225,,l1d_pend_miss.pending_cycles_any,3999821,4.00,,
     0.100175885,13576416,,l1d_pend_miss.pending_cycles,3999821,4.00,,
     0.100175885,14803182,,l1d_pend_miss.pending,3997602,4.00,29.2,Load_Miss_Real_Latency
     0.100175885,110057,,mem_load_retired.l1_miss,3997602,4.00,,
     0.100175885,396168,,mem_load_retired.fb_hit,3997602,4.00,,
     0.100175885,17857457,,l1d_pend_miss.pending,4001959,4.00,2.2,MLP
     0.100175885,16582086,,l1d_pend_miss.pending_cycles_any,4001959,4.00,,
     0.100175885,16582325,,l1d_pend_miss.pending_cycles,4001959,4.00,,
     0.100175885,16769481,,l1d_pend_miss.pending,4000280,4.00,33.4,Load_Miss_Real_Latency
     0.100175885,108016,,mem_load_retired.l1_miss,4000280,4.00,,
     0.100175885,393757,,mem_load_retired.fb_hit,4000280,4.00,,
     0.100175885,269967830,,uops_retired.retire_slots,8000616,8.00,1.7,UPI
     0.100175885,319327735,,inst_retired.any,16001281,8.00,,
     0.100175885,308141648,,cycles,8000665,8.00,,
     0.100175885,343309931,,uops_executed.thread,11999997,12.00,5.0,ILP
     0.100175885,136939575,,uops_executed.core_cycles_ge_1,11999997,12.00,,
     0.200574117,161361965,,inst_retired.any,12662158,12.64,1.9,CPI
     0.200574117,309460811,,cycles,12662158,12.64,,
     0.200574117,309383640,,cpu_clk_unhalted.thread,14660232,14.64,309383640.0,CLKS
     0.200574117,163875467,,inst_retired.any,20659434,20.63,163875467.0,Instructions
     0.200574117,271349020,,cpu_clk_unhalted.ref_tsc,26661389,26.62,1.0,CPU_Utilization
     0.200574117,271989306,,msr/tsc/,26661389,26.62,,
     0.200574117,0,,fp_arith_inst_retired.scalar_single,28661279,28.61,0.0,GFLOPs
     0.200574117,0,,fp_arith_inst_retired.scalar_double,34665495,34.61,,
     0.200574117,0,,fp_arith_inst_retired.128b_packed_double,35506908,35.45,,
     0.200574117,0,,fp_arith_inst_retired.128b_packed_single,39507299,39.44,,
     0.200574117,0,,fp_arith_inst_retired.256b_packed_double,19509846,19.48,,
     0.200574117,0,,fp_arith_inst_retired.256b_packed_single,17507421,17.48,,
